11,843241,ja,劇場版 七つの大罪 光に呪われし者たち,1108.815,2021-07-02,8.4,210,"['Animation', 'Action']","With the help of the ""Dragon Sin of Wrath"" Meliodas and the worst rebels in history, the Seven Deadly Sins, the ""Holy War"", in which four races, including Humans, Goddesses, Fairies and Giants fought against the Demons, is finally over. At the cost of the ""Lion Sin of Pride"" Escanor's life, the Demon King was defeated and the world regained peace. After that, each of the Sins take their own path.",0,0,
12,566525,en,Shang-Chi and the Legend of the Ten Rings,1327.18,2021-09-01,7.7,1414,"['Action', 'Adventure', 'Fantasy']",Shang-Chi must confront the past he thought he left behind when he is drawn into the web of the mysterious Ten Rings organization.,427480601,132,You can't outrun your destiny.
13,568620,en,Snake Eyes: G.I. Joe Origins,1052.222,2021-07-22,6.9,786,"['Action', 'Adventure']","After saving the life of their heir apparent, tenacious loner Snake Eyes is welcomed into an ancient Japanese clan called the Arashikage where he is taught the ways of the ninja warrior. But, when secrets from his past are revealed, Snake Eyes' honor and allegiance will be tested – even if that means losing the trust of those closest to him.",36964325,121,Every warrior has a beginning.
14,630004,en,The Vault,1046.86,2021-03-03,7.1,392,"['Crime', 'Action', 'Thriller']","When an engineer learns of a mysterious, impenetrable fortress hidden under The Bank of Spain, he joins a crew of master thieves who plan to steal the legendary lost treasure locked inside while the whole country is distracted by Spain's World Cup Final. With thousands of soccer fans cheering in the streets, and security forces closing in, the crew have just minutes to pull off the score of a lifetime.",0,118,No job is impossible.
15,672582,en,The Deep House,848.536,2021-06-30,5.5,112,['Horror'],"While diving in a remote French lake, a couple of YouTubers who specialize in underwater exploration videos discover a house submerged in the deep waters. What was initially a unique finding soon turns into a nightmare when they discover that the house was the scene of atrocious crimes. Trapped, with their oxygen reserves falling dangerously, they realize the worst is yet to come: they are not alone in the house.",0,85,Breathe while you still can.
16,760747,no,I onde dager,863.019,2021-07-30,6.8,118,"['Action', 'Comedy', 'Thriller', 'Horror']","A dysfunctional couple head to a remote lakeside cabin under the guise of reconnecting, but each has secret designs to kill the other. Before they can carry out their respective plans, unexpected visitors arrive and the couple is faced with a greater danger than anything they could have plotted.",0,113,Til Death Do Us Part
17,675319,en,Zone 414,797.785,2021-09-03,5.8,86,"['Science Fiction', 'Thriller', 'Mystery']","In the near future on a colony of state-of-the-art robots, a private investigator is hired by the colony's creator to bring his missing daughter home.",0,98,What hides in the city of robots?
18,635302,ja,劇場版「鬼滅の刃」無限列車編,897.913,2020-10-16,8.4,1833,"['Animation', 'Action', 'Adventure', 'Fantasy']","Tanjirō Kamado, joined with Inosuke Hashibira, a boy raised by boars who wears a boar's head, and Zenitsu Agatsuma, a scared boy who reveals his true power when he sleeps, boards the Infinity Train on a new mission with the Fire Hashira, Kyōjurō Rengoku, to defeat a demon who has been tormenting the people and killing the demon slayers who oppose it!",503063688,117,"With your blade, bring an end to the nightmare."
19,645788,en,The Protégé,832.048,2021-08-19,6.8,330,"['Action', 'Crime', 'Thriller']","Rescued as a filhos by the legendary assassin Moody and trained in the family business, Anna is the world’s most skilled contract killer. When Moody, the man who was like a father to her and taught her everything she needs to know about trust and survival, is brutally killed, Anna vows revenge. As she becomes entangled with an enigmatic killer whose attraction to her goes way beyond cat and mouse, their confrontation turns deadly and the loose ends of a life spent killing will weave themselves ever tighter.",8115215,109,"Wherever you run, the past follows..."
20,879163,pt,Peçanha Contra o Animal,943.619,2021-10-22,5.4,13,"['Comedy', 'Crime']",,0,67,
21,589754,ru,Последний богатырь: Корень зла,835.043,2021-01-01,7.0,63,"['Fantasy', 'Adventure', 'Comedy']","Peace and tranquility have set in Belogorie. The evil was defeated and Ivan is now enjoying his well-deserved fame. He is surrounded by his family, friends and small wonders from the modern world that help him lead a comfortable life. Luckily, he has his Magic Sword to cut a gap between the worlds to get some supplies quite regularly. But when an ancient evil rises and the existence of the magic world is put to danger, Ivan has to team up with his old friends and his new rivals. They will set out on a long journey beyond the known world to find a way to defeat the enemies and to return peace to Belogorie.",27658331,120,
22,846167,pl,W jak morderstwo,957.866,2021-06-18,5.8,25,"['Crime', 'Mystery', 'Drama', 'Comedy']",A stay-at-home mom and avid reader of crime stories discovers the deepest secrets of a small town's residents while investigating a woman's murder.,0,104,
23,436969,en,The Suicide Squad,807.497,2021-07-28,7.8,4695,"['Action', 'Adventure', 'Fantasy']","Supervillains Harley Quinn, Bloodsport, Peacemaker and a collection of nutty cons at Belle Reve prison join the super-secret, super-shady Task Force X as they are dropped off at the remote, enemy-infused island of Corto Maltese.",167381210,132,They're dying to save the world.
24,703771,en,Deathstroke: Knights & Dragons - The Movie,787.704,2020-08-04,7.0,294,"['Animation', 'Action', 'Adventure', 'Science Fiction']",The assassin Deathstroke tries to save his family from the wrath of H.I.V.E. and the murderous Jackal.,0,87,Never give a paid killer a reason to work for free
25,459151,en,The Boss Baby: Family Business,761.177,2021-07-01,7.7,1582,"['Animation', 'Comedy', 'Adventure', 'Family']",The Templeton brothers — Tim and his Boss Baby little bro Ted — have become adults and drifted away from each other. But a new boss baby with a cutting-edge approach and a can-do attitude is about to bring them together again … and inspire a new family business.,112000000,107,Playtime is over.
26,820511,en,Ripper Untold,678.956,2021-06-28,6.5,47,['Horror'],A detective and a medical examiner join forces to solve a series of horrific murders in Victorian London - but one of them harbours a deadly secret.,0,85,"1888, a bloodbath in Whitechapel. No one is safe."
27,772436,es,Matando Cabos 2: La Máscara del Máscara,693.568,2021-10-01,7.9,57,"['Action', 'Comedy', 'Adventure']","Faced with the unexpected death of his estranged father -El Máscara- and the subsequent theft of his precious mask, Rubén -Mascarita- will find himself confronted with his past. Alongside his invincible bodyguard Tony ""The Cannibal"" and, an unexpected ally, he will have only one day to recover it and make amends with the memory of his father.",0,0,
28,385128,en,F9,701.647,2021-05-19,7.4,4302,"['Action', 'Crime', 'Thriller']",Dominic Toretto and his crew battle the most skilled assassin and high-performance driver they've ever encountered: his forsaken brother.,721077945,143,Justice is coming.
29,451048,en,Jungle Cruise,683.909,2021-07-28,7.8,3111,"['Adventure', 'Fantasy', 'Comedy', 'Action']","Dr. Lily Houghton enlists the aid of wisecracking skipper Frank Wolff to take her down the Amazon in his dilapidated boat. Together, they search for an ancient tree that holds the power to heal – a discovery that will change the future of medicine.",213644366,127,
30,508943,en,Luca,639.636,2021-06-17,8.0,5020,"['Animation', 'Comedy', 'Family', 'Fantasy']",Luca and his best friend Alberto experience an unforgettable summer on the Italian Riviera. But all the fun is threatened by a deeply-held secret: they are sea monsters from another world just below the water’s surface.,49010641,95,
31,613098,es,Operación Camarón,585.313,2021-06-24,5.5,17,['Comedy'],"Geeky-looking Sebas is a surprisingly good classical musician. He’s also a complete unknown in the criminal underworld, and as a new newbie on the police force, that makes him the perfect man for a dangerous mission: to go undercover as a chavesboard player for “Los Lolos”, a cheesy flamenco-trap band, who have been hired to play at the wedding of a local mafia boss’ daughter that a major drug trafficker will be attending.  Sebas is keen to take on the mission, blissfully unaware that he will turn out to be even cheesier than Lolo, the band’s lead singer, and fall in love with his sister, Luci. Now Sebas will face a tough choice: remain loyal to his new friends or complete his police mission.",0,90,
32,497698,en,Black Widow,624.488,2021-07-07,7.7,5823,"['Action', 'Adventure', 'Science Fiction']","Natasha Romanoff, also known as Black Widow, confronts the darker parts of her ledger when a dangerous conspiracy with ties to her past arises. Pursued by a force that will stop at nothing to bring her down, Natasha must deal with her history as a spy and the broken relationships left in her wake long before she became an Avenger.",378328978,134,Her world. Her secrets. Her legacy.
33,760195,en,Separation,557.939,2021-04-30,6.0,77,['Horror'],A young girl finds solace in her artist father and the ghost of her dead mother.,0,107,It won't let go.
34,675445,en,PAW Patrol: The Movie,596.854,2021-08-09,7.7,660,"['Animation', 'Family', 'Adventure', 'Comedy']",Ryder and the pups are called to Adventure City to stop Mayor Humdinger from turning the bustling metropolis into a state of chaos.,121000000,86,Our fate is in their paws.
35,744275,en,After We Fell,625.512,2021-09-01,7.4,766,"['Romance', 'Drama']","Just as Tessa's life begins to become unglued, nothing is what she thought it would be. Not her friends nor her family. The only person that she should be able to rely on is Hardin, who is furious when he discovers the massive secret that she's been keeping. Before Tessa makes the biggest decision of her life, everything changes because of revelations about her family.",19000000,99,
36,839436,en,Dragon Fury,580.002,2021-06-15,6.0,21,"['Horror', 'Fantasy', 'Mystery']",A group of soldiers are taken to the mountains of Wales to investigate a strange beast.,0,88,They thought they could control it. They were wrong!
37,874948,tr,Kin,579.316,2021-10-08,6.6,32,"['Crime', 'Drama', 'Thriller']","Ahead of a promotion, a police chief becomes entangled in a deadly incident and uncovers an intrigue fueled by grudge that threatens his colleagues.",0,104,
38,864873,en,Hypnotic,514.169,2021-10-27,6.2,214,"['Thriller', 'Drama', 'Horror']","A young woman seeking self-improvement enlists the help of a renowned hypnotist but, after a handful of intense sessions, discovers unexpected and deadly consequences.",0,88,His wish is her command.
39,354912,en,Coco,573.567,2017-10-27,8.2,14756,"['Family', 'Animation', 'Fantasy', 'Music', 'Comedy', 'Adventure']","Despite his family’s baffling generations-old ban on music, Miguel dreams of becoming an accomplished musician like his idol, Ernesto de la Cruz. Desperate to prove his talent, Miguel finds himself in the stunning and colorful Land of the Dead following a mysterious chain of events. Along the way, he meets charming trickster Hector, and together, they set off on an extraordinary journey to unlock the real story behind Miguel's family history.",800526015,105,The celebration of a lifetime
40,812204,en,Rock Dog 2: Rock Around the Park,611.612,2021-06-24,7.6,25,"['Animation', 'Comedy', 'Music', 'Family']","When Bodi and his band 'True Blue' leave Snow Mountain, to tour with pop sensation, Lil' Foxy, they learn that fame comes at a price.",0,90,
41,379686,en,Space Jam: A New Legacy,525.266,2021-07-08,7.3,2550,"['Animation', 'Comedy', 'Family', 'Science Fiction']","When LeBron and his young son Dom are trapped in a digital space by a rogue A.I., LeBron must get them home safe by leading Bugs, Lola Bunny and the whole gang of notoriously undisciplined Looney Tunes to victory over the A.I.'s digitized champions on the court. It's Tunes versus Goons in the highest-stakes challenge of his life.",148810604,115,Welcome to the Jam!
42,637649,en,Wrath of Man,541.957,2021-04-22,7.8,2598,"['Action', 'Crime', 'Thriller']","A cold and mysterious new security guard for a Los Angeles cash truck company surprises his co-workers when he unleashes precision skills during a heist. The crew is left wondering who he is and where he came from. Soon, the marksman's ultimate motive becomes clear as he takes dramatic and irrevocable steps to settle a score.",103966489,119,A one man army.
43,524369,en,The Many Saints of Newark,593.17,2021-09-22,6.8,201,"['Crime', 'Drama']","Young Anthony Soprano is growing up in one of the most tumultuous eras in Newark, N.J., history, becoming a man just as rival gangsters start to rise up and challenge the all-powerful DiMeo crime family. Caught up in the changing times is the uncle he idolizes, Dickie Moltisanti, whose influence over his nephew will help shape the impressionable teenager into the all-powerful mob boss, Tony Soprano.",11620603,120,Who made Tony Soprano?
44,777620,en,Caged,475.873,2021-01-26,6.6,39,"['Thriller', 'Horror']","An African American male is imprisoned and placed in solitary confinement after being found guilty of murdering his wife, as he's haunted by internal demons and his dead wife, and pushed to the breaking point by an abusive female guard.",0,81,There is no getting out.
45,831405,en,Injustice,563.221,2021-10-09,8.0,339,"['Animation', 'Science Fiction', 'Fantasy', 'Action']","When Lois Lane is killed, an unhinged Superman decides to take control of the Earth. Determined to stop him, Batman creates a team of freedom-fighting heroes. But when superheroes go to war, can the world survive?",0,78,
46,681887,en,Cosmic Sin,503.598,2021-03-12,4.4,363,['Science Fiction'],"In the year 2524, four centuries after humans started colonizing the outer planets, retired General James Ford gets called back into service when a hostile alien fleet attacks soldiers on a remote planet. The threat against mankind soon escalates into an interstellar war as Ford and a team of elite soldiers try to stop the imminent attack before it's too late.",0,88,First contact has been made. It's war.
47,337404,en,Cruella,510.735,2021-05-26,8.3,5879,"['Comedy', 'Crime']","In 1970s London amidst the punk rock revolution, a young grifter named Estella is determined to make a name for herself with her designs. She befriends a pair of young thieves who appreciate her appetite for mischief, and together they are able to build a life for themselves on the London streets. One day, Estella’s flair for fashion catches the eye of the Baroness von Hellman, a fashion legend who is devastatingly chic and terrifyingly haute. But their relationship sets in motion a course of events and revelations that will cause Estella to embrace her wicked side and become the raucous, fashionable and revenge-bent Cruella.",233274812,134,Hello Cruel World
48,637534,fr,BAC Nord,486.411,2021-08-18,7.7,483,"['Crime', 'Thriller']","A police brigade working in the dangerous northern neighborhoods of Marseille, where the level of crime is higher than anywhere else in France.",0,105,
49,460465,en,Mortal Kombat,495.192,2021-04-07,7.3,4000,"['Action', 'Fantasy', 'Adventure']","Washed-up MMA fighter Cole Young, unaware of his heritage, and hunted by Emperor Shang Tsung's best warrior, Sub-Zero, seeks out and trains with Earth's greatest champions as he prepares to stand against the enemies of Outworld in a high stakes battle for the universe.",83601013,110,Get over here.
50,774021,en,Demonic,422.784,2021-07-29,4.9,74,"['Horror', 'Thriller']",A young woman unleashes terrifying demons when supernatural forces at the raiz of a decades-old rift between mother and daughter are ruthlessly revealed.,0,104,"It's not a dream, it's not reality."
51,859041,zh,疯狂的拳头,504.28,2017-05-25,7.6,37,['Action'],"After an opponent dies mid-match, a prominent MMA champion swore never to fight again and retired to run his family's company. But when his best friend dies under suspicious circumstances, he has no choice but to step back in the ring.",0,97,
52,662708,ja,劇場版ポケットモンスター ココ,510.2,2020-12-25,7.3,59,"['Animation', 'Adventure']","In the Forest of Okoya, Koko is a feral filhos who has been raised as a Pokémon by the Mythical Pokémon Zarude. Koko has grown up never doubting that he is a Pokémon even though he can't really use any sort of moves. Ash Ketchum and Pikachu meet Koko and help him protect the Great Tree from the crooked scientist Dr. Zed.",0,98,
53,588228,en,The Tomorrow War,439.548,2021-07-02,8.1,4522,"['Action', 'Science Fiction', 'Adventure']","The world is stunned when a group of time travelers arrive from the year 2051 to deliver an urgent message: Thirty years in the future, mankind is losing a global war against a deadly alien species. The only hope for survival is for soldiers and civilians from the present to be transported to the future and join the fight. Among those recruited is high school teacher and family man Dan Forester. Determined to save the world for his young daughter, Dan teams up with a brilliant scientist and his estranged father in a desperate quest to rewrite the fate of the planet.",0,138,The fight for tomorrow begins today.
54,581726,en,Infinite,430.839,2021-09-09,6.9,553,"['Science Fiction', 'Action', 'Thriller']","Evan McCauley has skills he never learned and memories of places he has never visited. Self-medicated and on the brink of a mental breakdown, a secret group that call themselves “Infinites” come to his rescue, revealing that his memories are real.",0,106,Many lives. Unlimited potential.
55,631843,en,Old,427.735,2021-07-21,6.7,1593,"['Thriller', 'Mystery', 'Horror']",A group of families on a tropical holiday discover that the secluded beach where they are staying is somehow causing them to age rapidly – reducing their entire lives into a single day.,89500000,108,It's only a matter of time.
56,882206,en,LOL Surprise: The Movie,414.698,2021-10-08,7.5,31,"['Animation', 'Family']",Dazzling doll sisters Queen Bee and Royal Bee make their first movie with help from their fashionable friends in this one-of-a-kind magical adventure.,0,0,
57,588921,en,Ainbo: Spirit of the Amazon,400.934,2021-02-09,7.2,220,"['Adventure', 'Animation', 'Family', 'Fantasy']","An epic journey of a young hero and her Spirit Guides, 'Dillo' a cute and humorous armadillo and ""Vaca"" a goofy oversized tapir, who embark on a quest to save their home in the spectacular Amazon Rainforest.",0,84,
58,726684,fr,"Miraculous World: Shanghai, la légende de Ladydragon",434.458,2021-05-15,8.0,362,"['Animation', 'Comedy', 'Family', 'Adventure']","On school break, Marinette heads to Shanghai to meet Adrien. But after arriving, Marinette loses all her stuff, including the Miraculous that allows her to turn into Ladybug!",0,52,
59,375211,en,Marvel Knights: Eternals,429.973,2014-09-16,5.6,5,['Animation'],"You are thousands of years old. You have amazing powers. You have watched civilizations rise and fall. So why does no one remember any of this? Best-selling author, Neil Gaiman (Marvel: 1602) is joined by superstar artist, John Romita. Jr. (Amazing Spider-Man), to bring you the extraordinary tale of The Eternals. Medical student Mark Curry's world is turned upside-down when he meets Ike Harris, a man who believes that he is part of a centuries-old race of super-powered beings put here on Earth by aliens to preserve and safeguard the planet — and even crazier, tried to convince Mark that he is one too.",0,118,
60,791373,en,Zack Snyder's Justice League,410.965,2021-03-18,8.4,6803,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']","Determined to ensure Superman's ultimate sacrifice was not in vain, Bruce Wayne aligns forces with Diana Prince with plans to recruit a team of metahumans to protect the world from an approaching threat of catastrophic proportions.",657000000,242,
61,634649,en,Spider-Man: No Way Home,480.702,2021-12-15,0.0,0,"['Action', 'Adventure', 'Science Fiction']","Peter Parker is unmasked and no longer able to separate his normal life from the high-stakes of being a Super Hero. When he asks for help from Doctor Strange the stakes become even more dangerous, forcing him to discover what it truly means to be Spider-Man.",0,0,
62,370172,en,No Time to Die,604.254,2021-09-29,7.4,1209,"['Adventure', 'Action', 'Thriller']","Bond has left active service and is enjoying a tranquil life in Jamaica. His peace is short-lived when his old friend Felix Leiter from the CIA turns up asking for help. The mission to rescue a kidnapped scientist turns out to be far more treacherous than expected, leading Bond onto the trail of a mysterious villain armed with dangerous new technology.",667000000,163,The mission that changes everything begins…
63,706972,en,Narco Sub,374.848,2021-01-22,7.1,59,"['Action', 'Drama', 'Crime']","A man will become a criminal to save his family.  Director: Shawn Welling  Writer: Derek H. Potts  Stars: Tom Vera, Tom Sizemore, Lee Majors |",0,93,A man will become a criminal to save his family.
64,669671,en,Night Teeth,367.303,2021-10-20,6.8,299,"['Horror', 'Thriller', 'Action']","A college student moonlighting as a chauffeur picks up two mysterious women for a night of party-hopping across LA. But when he uncovers their bloodthirsty intentions - and their dangerous, shadowy underworld - he must fight to stay alive.",0,107,Paint the town red.
65,503736,en,Army of the Dead,364.974,2021-05-14,6.4,2514,"['Action', 'Adventure', 'Crime', 'Horror']","Following a zombie outbreak in Las Vegas, a group of mercenaries take the ultimate gamble: venturing into the quarantine zone to pull off the greatest heist ever attempted.",780000,148,Survivors take all.
66,19995,en,Avatar,374.059,2009-12-10,7.5,24280,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']","In the 22nd century, a paraplegic Marine is dispatched to the moon Pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization.",2847246203,162,Enter the World of Pandora.
67,619297,en,Sweet Girl,360.21,2021-08-18,6.9,697,['Action'],"A devastated husband vows to bring justice to the people responsible for his wife's death while protecting the only family he has left, his daughter.",0,110,Family fights as one.
68,399566,en,Godzilla vs. Kong,393.812,2021-03-24,7.9,7185,"['Action', 'Adventure', 'Fantasy']","In a time when monsters walk the Earth, humanity’s fight for its future sets Godzilla and Kong on a collision course that will see the two most powerful forces of nature on the planet collide in a spectacular battle for the ages.",467863133,113,One Will Fall
69,767304,en,Redemption Day,360.237,2021-01-08,6.7,150,['Action'],"Having just returned home, decorated U.S. Marine Captain Brad Paxton's wife, Kate, is kidnapped by a terrorist group while working in Morocco. He is forced back into action for a daring and deadly operation to save the woman he loves.",0,100,Taking his wife was their last mistake.
70,525660,cn,真·三国无双,372.423,2021-04-29,6.7,71,"['Action', 'Adventure', 'Fantasy']","Warlords, warriors and statesmen wage a battle for supremacy in this fantasy tale based on the hit video games and the ""Romance of the Three Kingdoms.""",0,117,
71,840756,es,Mi otra yo,501.068,2021-06-15,6.3,3,['Comedy'],A controversial TV host and comedian who has built his career on sexist humor is forced to assume a woman's identity to elude a relentless drug dealer.,0,89,
72,482373,en,Don't Breathe 2,366.157,2021-08-12,7.7,1114,"['Thriller', 'Horror']","The Blind Man has been hiding out for several years in an isolated cabin and has taken in and raised a young girl orphaned from a devastating house fire. Their quiet life together is shattered when a group of criminals kidnap the girl, forcing the Blind Man to leave his safe haven to save her.",45000000,98,Bad things happen to bad people.
73,423108,en,The Conjuring: The Devil Made Me Do It,311.759,2021-05-25,7.8,3856,"['Horror', 'Mystery', 'Thriller']","Paranormal investigators Ed and Lorraine Warren encounter what would become one of the most sensational cases from their files. The fight for the soul of a young boy takes them beyond anything they'd ever seen before, to mark the first time in U.S. history that a murder suspect would claim demonic possession as a defense.",199166992,111,The demonic case that shocked America.
74,522402,en,Finch,549.884,2021-11-04,8.0,522,"['Science Fiction', 'Drama', 'Adventure']","On a post-apocalyptic Earth, a robot, built to protect the life of his dying creator's beloved dog, learns about life, love, friendship, and what it means to be human.",0,115,
75,453354,fr,Ava,367.131,2017-06-21,6.0,121,['Drama'],"Ava, 13, is spending the summer on the Atlantic coast when she learns that she will lose her sight sooner than expected. Her mother decides to act as if everything were normal so as to spend their best summer ever. Ava confronts the problem in her own way. She steals a big black dog that belongs to a young man on the run...",0,106,
76,725273,en,Solitary,347.349,2020-08-31,5.8,59,['Science Fiction'],"A man wakes up inside a room to discover he's a prisoner sent into space to form Earth's first colony, and worse - his cell mate Alana is hell bent on destroying everything.",0,89,The greatest punishment imaginable.
77,685274,ja,機動戦士ガンダム 閃光のハサウェイ,371.425,2021-06-11,8.1,57,"['Animation', 'Action', 'Drama', 'Science Fiction']","After Char's rebellion, Hathaway Noa leads an insurgency against Earth Federation, but meeting an enemy officer and a mysterious woman alters his fate.",0,96,Char's ideals and Amuro's passion... the heir of their wills...
78,859860,en,Catch the Bullet,363.643,2021-09-10,5.6,67,"['Western', 'Action']","U.S. marshal Britt MacMasters returns from a mission to find his father wounded and his son kidnapped by the outlaw Jed Blake. Hot on their trail, Britt forms a posse with a gunslinging deputy and a stoic Pawnee tracker. But Jed and Britt tread dangerously close to the Red Desert’s Sioux territory.",0,89,The sun never sets on vengeance.
79,825997,en,Rogue Hostage,340.663,2021-06-11,6.4,101,"['Action', 'Thriller']",A former Marine races against time to save a group of hostages -- including his young daughter and a congressman — when armed militants take over his stepfather's store.,0,94,Free the hostages. Or everyone dies.
80,755812,fr,"Miraculous World : New York, les héros unis",326.392,2020-11-21,8.3,812,"['Animation', 'Family', 'Comedy', 'Adventure', 'TV Movie']","During a school field trip, Ladybug and Cat Noir meet the American superheroes, whom they have to save from an akumatised super-villain. They discover that Miraculous exist in the United States too.",0,55,
81,719164,en,Women,219.924,2021-04-08,6.1,14,['Thriller'],A small town detective while investigating the disappearance of a local woman comes across an unassuming Sociology professor who is hiding a secret life.,0,90,Don't Scream. Don't Run. Survive.
82,602223,en,The Forever Purge,321.093,2021-06-30,7.4,1396,"['Horror', 'Action', 'Thriller']",All the rules are broken as a sect of lawless marauders decides that the annual Purge does not stop at daybreak and instead should never end as they chase a group of immigrants who they want to punish because of their harsh historical past.,76981630,103,The rules are broken.
83,595743,en,SAS: Red Notice,328.657,2021-08-11,6.0,259,"['Drama', 'Action', 'Thriller']","An off-duty SAS soldier, Tom Buckingham, must thwart a terror attack on a train running through the Channel Tunnel. As the action escalates on the train, events transpire in the corridors of power that may make the difference as to whether Buckingham and the civilian passengers make it out of the tunnel alive.",0,120,
84,741636,en,Bloodthirsty,334.459,2021-04-23,6.6,16,['Horror'],"When indie singer Grey struggles to write her sophomore album, she teams up with a mysterious producer at his secluded cabin. Though their bond strengthens her music, it also starts to irreparably alter Grey’s body and mind.",0,82,Ambition can be killer.
85,1930,en,The Amazing Spider-Man,369.323,2012-06-23,6.6,13495,"['Action', 'Adventure', 'Fantasy']","Peter Parker is an outcast high schooler abandoned by his parents as a boy, leaving him to be raised by his Uncle Ben and Aunt May. Like most teenagers, Peter is trying to figure out who he is and how he got to be the person he is today. As Peter discovers a mysterious briefcase that belonged to his father, he begins a quest to understand his parents' disappearance – leading him directly to Oscorp and the lab of Dr. Curt Connors, his father's former partner. As Spider-Man is set on a collision course with Connors' alter ego, The Lizard, Peter will make life-altering choices to use his powers and shape his destiny to become a hero.",757930663,136,The untold story begins.
86,641501,fr,Comment je suis devenu super-héros,320.168,2020-11-19,6.1,292,"['Science Fiction', 'Adventure', 'Mystery', 'Action', 'Thriller', 'Fantasy', 'Comedy']","Paris 2020. While superheroes have assimilated into the Parisian society, they discover a new drug that gives themselves personal superpowers to mere mortals. Lieutenants Moreau and Schaltzmann are investigating the case with the support of two ex-superheroes, Monte Carlo and Callista. They'll do whatever it takes to dismantle the traffic. But Moreau's past resurfaces, and the investigation becomes more complicated.",0,101,
87,848278,en,Jurassic Hunt,305.718,2021-08-26,5.0,153,"['Action', 'Science Fiction', 'Thriller']","Female adventurer Parker joins a crew of male trophy hunters in a remote wilderness park. Their goal: slaughter genetically recreated dinosaurs for sport using rifles, arrows, and grenades. After their guide is killed by raptors, the team tries to escape the park – but the hunters quickly become the hunted. Even worse, the park’s manager suspects Parker of being a spy and sends a hit squad after her. This battle’s about to become primitive!",0,83,This time it's mankind that's going extinct.
88,13811,en,Knowing,314.469,2009-03-19,6.1,4067,"['Action', 'Mystery', 'Science Fiction', 'Thriller']",A teacher opens a time capsule that has been dug up at his son's elementary school; in it are some chilling predictions -- some that have already occurred and others that are about to -- that lead him to believe his family plays a role in the events that are about to unfold.,155446362,121,What happens when the numbers run out?
